respondent_id,resp_num,country,china,japan,task_id,choice_alt,eio,eis,eios,eic,seg1,seg2,seg3,seg4,seg5,price_1,price_2,price_3,ordi_1,ordi_2,ordi_3,organic_1,organic_2,organic_3,spec_1,spec_2,spec_3,mode_1,mode_2,mode_3,choice,price_cn_1,price_cn_2,price_cn_3,price_jp_1,price_jp_2,price_jp_3
China_101,101,China,1,0,China_101007,3,1,0,0,0,1,0,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,3,15,3,0,0,0,0
China_101,101,China,1,0,China_101008,3,1,0,0,0,1,0,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,3,19,11,0,0,0,0
China_102,102,China,1,0,China_102001,2,1,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_102,102,China,1,0,China_102002,2,1,0,0,0,0,0,0,1,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_102,102,China,1,0,China_102003,3,1,0,0,0,0,0,0,1,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,3,19,19,0,0,0,0
China_102,102,China,1,0,China_102004,1,1,0,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_102,102,China,1,0,China_102005,1,1,0,0,0,0,0,0,1,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_102,102,China,1,0,China_102006,3,1,0,0,0,0,0,0,1,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,3,11,19,0,0,0,0
China_102,102,China,1,0,China_102007,2,1,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_102,102,China,1,0,China_102008,2,1,0,0,0,0,0,0,1,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_103,103,China,1,0,China_103001,1,1,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_103,103,China,1,0,China_103002,1,1,0,0,0,0,0,1,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,11,7,0,0,0,0
China_103,103,China,1,0,China_103003,1,1,0,0,0,0,0,1,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_103,103,China,1,0,China_103004,2,1,0,0,0,0,0,1,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,15,0,0,0,0
China_103,103,China,1,0,China_103005,2,1,0,0,0,0,0,1,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_103,103,China,1,0,China_103006,2,1,0,0,0,0,0,1,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,2,11,19,0,0,0,0
China_103,103,China,1,0,China_103007,1,1,0,0,0,0,0,1,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,15,3,0,0,0,0
China_103,103,China,1,0,China_103008,1,1,0,0,0,0,0,1,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,1,19,11,0,0,0,0
China_104,104,China,1,0,China_104001,2,1,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_104,104,China,1,0,China_104002,2,1,0,0,0,0,0,0,1,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_104,104,China,1,0,China_104003,1,1,0,0,0,0,0,0,1,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_104,104,China,1,0,China_104004,1,1,0,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_104,104,China,1,0,China_104005,1,1,0,0,0,0,0,0,1,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_104,104,China,1,0,China_104006,1,1,0,0,0,0,0,0,1,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_104,104,China,1,0,China_104007,2,1,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_104,104,China,1,0,China_104008,2,1,0,0,0,0,0,0,1,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_105,105,China,1,0,China_105001,2,1,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_105,105,China,1,0,China_105002,1,1,0,0,0,0,0,0,1,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,11,7,0,0,0,0
China_105,105,China,1,0,China_105003,1,1,0,0,0,0,0,0,1,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_105,105,China,1,0,China_105004,1,1,0,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_105,105,China,1,0,China_105005,2,1,0,0,0,0,0,0,1,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_105,105,China,1,0,China_105006,1,1,0,0,0,0,0,0,1,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_105,105,China,1,0,China_105007,1,1,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,15,3,0,0,0,0
China_105,105,China,1,0,China_105008,2,1,0,0,0,0,0,0,1,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_106,106,China,1,0,China_106001,2,1,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_106,106,China,1,0,China_106002,2,1,0,0,0,0,0,0,1,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_106,106,China,1,0,China_106003,2,1,0,0,0,0,0,0,1,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,2,19,19,0,0,0,0
China_106,106,China,1,0,China_106004,1,1,0,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_106,106,China,1,0,China_106005,2,1,0,0,0,0,0,0,1,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_106,106,China,1,0,China_106006,1,1,0,0,0,0,0,0,1,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_106,106,China,1,0,China_106007,2,1,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_106,106,China,1,0,China_106008,1,1,0,0,0,0,0,0,1,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,1,19,11,0,0,0,0
China_107,107,China,1,0,China_107001,2,1,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_107,107,China,1,0,China_107002,2,1,0,0,0,0,1,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_107,107,China,1,0,China_107003,1,1,0,0,0,0,1,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_107,107,China,1,0,China_107004,1,1,0,0,0,0,1,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_107,107,China,1,0,China_107005,1,1,0,0,0,0,1,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_107,107,China,1,0,China_107006,1,1,0,0,0,0,1,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_107,107,China,1,0,China_107007,2,1,0,0,0,0,1,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_107,107,China,1,0,China_107008,2,1,0,0,0,0,1,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_108,108,China,1,0,China_108001,2,0,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_108,108,China,1,0,China_108002,1,0,1,0,0,0,0,0,0,1,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,11,7,0,0,0,0
China_108,108,China,1,0,China_108003,1,0,1,0,0,0,0,0,0,1,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_108,108,China,1,0,China_108004,1,0,1,0,0,0,0,0,0,1,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_108,108,China,1,0,China_108005,1,0,1,0,0,0,0,0,0,1,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_108,108,China,1,0,China_108006,1,0,1,0,0,0,0,0,0,1,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_108,108,China,1,0,China_108007,2,0,1,0,0,0,0,0,0,1,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_108,108,China,1,0,China_108008,2,0,1,0,0,0,0,0,0,1,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_109,109,China,1,0,China_109001,2,0,1,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_109,109,China,1,0,China_109002,2,0,1,0,0,0,1,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_109,109,China,1,0,China_109003,1,0,1,0,0,0,1,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_109,109,China,1,0,China_109004,1,0,1,0,0,0,1,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_109,109,China,1,0,China_109005,1,0,1,0,0,0,1,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_109,109,China,1,0,China_109006,1,0,1,0,0,0,1,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_109,109,China,1,0,China_109007,2,0,1,0,0,0,1,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_109,109,China,1,0,China_109008,2,0,1,0,0,0,1,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_11,11,China,1,0,China_11001,2,1,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_11,11,China,1,0,China_11002,2,1,0,0,0,0,1,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_11,11,China,1,0,China_11003,1,1,0,0,0,0,1,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_11,11,China,1,0,China_11004,1,1,0,0,0,0,1,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_11,11,China,1,0,China_11005,1,1,0,0,0,0,1,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_11,11,China,1,0,China_11006,1,1,0,0,0,0,1,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_11,11,China,1,0,China_11007,2,1,0,0,0,0,1,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_11,11,China,1,0,China_11008,2,1,0,0,0,0,1,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_110,110,China,1,0,China_110001,1,0,1,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_110,110,China,1,0,China_110002,2,0,1,0,0,1,0,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_110,110,China,1,0,China_110003,1,0,1,0,0,1,0,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_110,110,China,1,0,China_110004,1,0,1,0,0,1,0,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_110,110,China,1,0,China_110005,1,0,1,0,0,1,0,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_110,110,China,1,0,China_110006,1,0,1,0,0,1,0,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_110,110,China,1,0,China_110007,2,0,1,0,0,1,0,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_110,110,China,1,0,China_110008,2,0,1,0,0,1,0,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_111,111,China,1,0,China_111001,1,0,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_111,111,China,1,0,China_111002,2,0,1,0,0,0,0,0,0,1,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_111,111,China,1,0,China_111003,1,0,1,0,0,0,0,0,0,1,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_111,111,China,1,0,China_111004,2,0,1,0,0,0,0,0,0,1,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,15,0,0,0,0
China_111,111,China,1,0,China_111005,2,0,1,0,0,0,0,0,0,1,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_111,111,China,1,0,China_111006,1,0,1,0,0,0,0,0,0,1,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_111,111,China,1,0,China_111007,1,0,1,0,0,0,0,0,0,1,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,15,3,0,0,0,0
China_111,111,China,1,0,China_111008,2,0,1,0,0,0,0,0,0,1,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_112,112,China,1,0,China_112001,2,0,1,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_112,112,China,1,0,China_112002,2,0,1,0,0,0,1,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_112,112,China,1,0,China_112003,3,0,1,0,0,0,1,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,3,19,19,0,0,0,0
China_112,112,China,1,0,China_112004,3,0,1,0,0,0,1,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,3,3,15,0,0,0,0
China_112,112,China,1,0,China_112005,2,0,1,0,0,0,1,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_112,112,China,1,0,China_112006,1,0,1,0,0,0,1,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_112,112,China,1,0,China_112007,3,0,1,0,0,0,1,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,3,15,3,0,0,0,0
China_112,112,China,1,0,China_112008,2,0,1,0,0,0,1,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_113,113,China,1,0,China_113001,1,0,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_113,113,China,1,0,China_113002,2,0,1,0,0,0,0,0,0,1,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_113,113,China,1,0,China_113003,1,0,1,0,0,0,0,0,0,1,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_113,113,China,1,0,China_113004,1,0,1,0,0,0,0,0,0,1,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_113,113,China,1,0,China_113005,2,0,1,0,0,0,0,0,0,1,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_113,113,China,1,0,China_113006,1,0,1,0,0,0,0,0,0,1,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_113,113,China,1,0,China_113007,1,0,1,0,0,0,0,0,0,1,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,15,3,0,0,0,0
China_113,113,China,1,0,China_113008,2,0,1,0,0,0,0,0,0,1,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_114,114,China,1,0,China_114001,2,0,1,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_114,114,China,1,0,China_114002,2,0,1,0,0,0,1,0,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_114,114,China,1,0,China_114003,3,0,1,0,0,0,1,0,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,3,19,19,0,0,0,0
China_114,114,China,1,0,China_114004,1,0,1,0,0,0,1,0,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_114,114,China,1,0,China_114005,1,0,1,0,0,0,1,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_114,114,China,1,0,China_114006,3,0,1,0,0,0,1,0,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,3,11,19,0,0,0,0
China_114,114,China,1,0,China_114007,2,0,1,0,0,0,1,0,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_114,114,China,1,0,China_114008,3,0,1,0,0,0,1,0,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,3,19,11,0,0,0,0
China_115,115,China,1,0,China_115001,1,0,1,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_115,115,China,1,0,China_115002,2,0,1,0,0,0,0,1,0,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_115,115,China,1,0,China_115003,1,0,1,0,0,0,0,1,0,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_115,115,China,1,0,China_115004,1,0,1,0,0,0,0,1,0,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_115,115,China,1,0,China_115005,2,0,1,0,0,0,0,1,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_115,115,China,1,0,China_115006,1,0,1,0,0,0,0,1,0,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_115,115,China,1,0,China_115007,2,0,1,0,0,0,0,1,0,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_115,115,China,1,0,China_115008,2,0,1,0,0,0,0,1,0,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_116,116,China,1,0,China_116001,2,0,1,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,7,3,0,0,0,0
China_116,116,China,1,0,China_116002,2,0,1,0,0,0,0,0,1,0,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,2,11,7,0,0,0,0
China_116,116,China,1,0,China_116003,1,0,1,0,0,0,0,0,1,0,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,1,19,19,0,0,0,0
China_116,116,China,1,0,China_116004,1,0,1,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,15,0,0,0,0
China_116,116,China,1,0,China_116005,1,0,1,0,0,0,0,0,1,0,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,11,0,0,0,0
China_116,116,China,1,0,China_116006,1,0,1,0,0,0,0,0,1,0,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_116,116,China,1,0,China_116007,2,0,1,0,0,0,0,0,1,0,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,2,15,3,0,0,0,0
China_116,116,China,1,0,China_116008,2,0,1,0,0,0,0,0,1,0,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,2,19,11,0,0,0,0
China_117,117,China,1,0,China_117001,1,0,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,7,3,0,0,0,0
China_117,117,China,1,0,China_117002,1,0,1,0,0,0,0,0,0,1,11,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,11,7,0,0,0,0
China_117,117,China,1,0,China_117003,3,0,1,0,0,0,0,0,0,1,19,19,0,0,1,0,1,0,0,0,0,0,1,1,0,3,19,19,0,0,0,0
China_117,117,China,1,0,China_117004,2,0,1,0,0,0,0,0,0,1,3,15,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,15,0,0,0,0
China_117,117,China,1,0,China_117005,2,0,1,0,0,0,0,0,0,1,3,11,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,11,0,0,0,0
China_117,117,China,1,0,China_117006,1,0,1,0,0,0,0,0,0,1,11,19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,11,19,0,0,0,0
China_117,117,China,1,0,China_117007,3,0,1,0,0,0,0,0,0,1,15,3,0,0,1,0,1,0,0,0,0,0,1,1,0,3,15,3,0,0,0,0
China_117,117,China,1,0,China_117008,3,0,1,0,0,0,0,0,0,1,19,11,0,1,0,0,0,1,0,0,0,0,1,1,0,3,19,11,0,0,0,0
