ID	PRICE	ORDI	ORGANIC	SPEC	CHOICE	MODE	EIOS	EIC	EIS	EIO	SEG2	SEG3	SEG4	SEG5	SEG1				
16006	330	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
16006	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
16007	290	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
16007	170	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
16007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
16008	330	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
16008	250	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
16008	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
17001	210	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
17001	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
17001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
17002	250	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
17002	210	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
17002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
17003	330	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
17003	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
17003	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1				
17004	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
17004	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
17004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
17005	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
17005	250	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
17005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
17006	250	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
