ID	PRICE	ORDI	ORGANIC	SPEC	CHOICE	MODE	EIOS	EIC	EIS	EIO	SEG2	SEG3	SEG4	SEG5	SEG1
5005	400	0	0	1	1	1	0	0	0	1	0	1	0	0	0
5005	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
5005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
5006	350	0	0	1	1	1	0	0	0	1	0	1	0	0	0
5006	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
5006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
5007	250	1	0	0	0	1	0	0	0	1	0	1	0	0	0
5007	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
5007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
5008	300	0	0	1	0	1	0	0	0	1	0	1	0	0	0
5008	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
5008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
6001	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
6001	250	1	0	0	1	1	0	0	0	1	0	0	0	0	1
6001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6002	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
6002	350	0	0	1	0	1	0	0	0	1	0	0	0	0	1
6002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6003	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
6003	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
6003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6004	300	1	0	0	0	1	0	0	0	1	0	0	0	0	1
6004	300	0	0	1	1	1	0	0	0	1	0	0	0	0	1
6004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6005	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
6005	300	1	0	0	1	1	0	0	0	1	0	0	0	0	1
6005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6006	350	0	0	1	1	1	0	0	0	1	0	0	0	0	1
6006	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
6006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6007	250	1	0	0	0	1	0	0	0	1	0	0	0	0	1
6007	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
6007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6008	300	0	0	1	0	1	0	0	0	1	0	0	0	0	1
6008	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
6008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7001	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
7001	250	1	0	0	1	1	0	0	0	1	0	0	0	0	1
7001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7002	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
7002	350	0	0	1	0	1	0	0	0	1	0	0	0	0	1
7002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7003	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
7003	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
7003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7004	300	1	0	0	0	1	0	0	0	1	0	0	0	0	1
7004	300	0	0	1	1	1	0	0	0	1	0	0	0	0	1
7004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7005	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
7005	300	1	0	0	1	1	0	0	0	1	0	0	0	0	1
7005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7006	350	0	0	1	1	1	0	0	0	1	0	0	0	0	1
7006	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
7006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7007	250	1	0	0	0	1	0	0	0	1	0	0	0	0	1
7007	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
7007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7008	300	0	0	1	0	1	0	0	0	1	0	0	0	0	1
7008	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
7008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
8001	400	0	1	0	0	1	0	0	0	1	1	0	0	0	0
8001	250	1	0	0	1	1	0	0	0	1	1	0	0	0	0
8001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8002	200	0	0	1	1	1	0	0	0	1	1	0	0	0	0
8002	350	0	0	1	0	1	0	0	0	1	1	0	0	0	0
8002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8003	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0
8003	400	0	0	1	0	1	0	0	0	1	1	0	0	0	0
8003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8004	300	1	0	0	0	1	0	0	0	1	1	0	0	0	0
8004	300	0	0	1	1	1	0	0	0	1	1	0	0	0	0
8004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8005	400	0	0	1	0	1	0	0	0	1	1	0	0	0	0
8005	300	1	0	0	1	1	0	0	0	1	1	0	0	0	0
8005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8006	350	0	0	1	0	1	0	0	0	1	1	0	0	0	0
8006	400	0	1	0	0	1	0	0	0	1	1	0	0	0	0
8006	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
8007	250	1	0	0	0	1	0	0	0	1	1	0	0	0	0
8007	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0
8007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
8008	300	0	0	1	0	1	0	0	0	1	1	0	0	0	0
8008	200	0	0	1	1	1	0	0	0	1	1	0	0	0	0
8008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9001	400	0	1	0	0	1	0	0	0	1	1	0	0	0	0
9001	250	1	0	0	1	1	0	0	0	1	1	0	0	0	0
9001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9002	200	0	0	1	1	1	0	0	0	1	1	0	0	0	0
9002	350	0	0	1	0	1	0	0	0	1	1	0	0	0	0
9002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9003	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0
9003	400	0	0	1	0	1	0	0	0	1	1	0	0	0	0
9003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9004	300	1	0	0	0	1	0	0	0	1	1	0	0	0	0
9004	300	0	0	1	1	1	0	0	0	1	1	0	0	0	0
9004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9005	400	0	0	1	0	1	0	0	0	1	1	0	0	0	0
9005	300	1	0	0	1	1	0	0	0	1	1	0	0	0	0
9005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9006	350	0	0	1	1	1	0	0	0	1	1	0	0	0	0
9006	400	0	1	0	0	1	0	0	0	1	1	0	0	0	0
9006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9007	250	1	0	0	0	1	0	0	0	1	1	0	0	0	0
9007	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0
9007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
9008	300	0	0	1	0	1	0	0	0	1	1	0	0	0	0
9008	200	0	0	1	1	1	0	0	0	1	1	0	0	0	0
9008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
10001	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
10001	250	1	0	0	1	1	0	0	0	1	0	1	0	0	0
10001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10002	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
10002	350	0	0	1	0	1	0	0	0	1	0	1	0	0	0
10002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10003	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
10003	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
10003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10004	300	1	0	0	1	1	0	0	0	1	0	1	0	0	0
10004	300	0	0	1	0	1	0	0	0	1	0	1	0	0	0
10004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10005	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
10005	300	1	0	0	1	1	0	0	0	1	0	1	0	0	0
10005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10006	350	0	0	1	1	1	0	0	0	1	0	1	0	0	0
10006	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
10006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10007	250	1	0	0	1	1	0	0	0	1	0	1	0	0	0
10007	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0
10007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
10008	300	0	0	1	0	1	0	0	0	1	0	1	0	0	0
10008	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
10008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11001	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
11001	250	1	0	0	1	1	0	0	0	1	0	1	0	0	0
11001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11002	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
11002	350	0	0	1	0	1	0	0	0	1	0	1	0	0	0
11002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11003	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
11003	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
11003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11004	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
11004	300	0	0	1	1	1	0	0	0	1	0	1	0	0	0
11004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11005	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
11005	300	1	0	0	1	1	0	0	0	1	0	1	0	0	0
11005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11006	350	0	0	1	1	1	0	0	0	1	0	1	0	0	0
11006	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
11006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11007	250	1	0	0	0	1	0	0	0	1	0	1	0	0	0
11007	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
11007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
11008	300	0	0	1	0	1	0	0	0	1	0	1	0	0	0
11008	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
11008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12001	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
12001	250	1	0	0	1	1	0	0	0	1	0	1	0	0	0
12001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12002	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
12002	350	0	0	1	0	1	0	0	0	1	0	1	0	0	0
12002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12003	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
12003	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
12003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12004	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
12004	300	0	0	1	1	1	0	0	0	1	0	1	0	0	0
12004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12005	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
12005	300	1	0	0	1	1	0	0	0	1	0	1	0	0	0
12005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12006	350	0	0	1	1	1	0	0	0	1	0	1	0	0	0
12006	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
12006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12007	250	1	0	0	0	1	0	0	0	1	0	1	0	0	0
12007	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
12007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
12008	300	0	0	1	0	1	0	0	0	1	0	1	0	0	0
12008	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
12008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
13001	400	0	1	0	1	1	0	0	0	1	0	0	1	0	0
13001	250	1	0	0	0	1	0	0	0	1	0	0	1	0	0
13001	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13002	200	0	0	1	0	1	0	0	0	1	0	0	1	0	0
13002	350	0	0	1	1	1	0	0	0	1	0	0	1	0	0
13002	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13003	250	0	1	0	0	1	0	0	0	1	0	0	1	0	0
13003	400	0	0	1	1	1	0	0	0	1	0	0	1	0	0
13003	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13004	300	1	0	0	0	1	0	0	0	1	0	0	1	0	0
13004	300	0	0	1	1	1	0	0	0	1	0	0	1	0	0
13004	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13005	400	0	0	1	1	1	0	0	0	1	0	0	1	0	0
13005	300	1	0	0	0	1	0	0	0	1	0	0	1	0	0
13005	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13006	350	0	0	1	0	1	0	0	0	1	0	0	1	0	0
13006	400	0	1	0	1	1	0	0	0	1	0	0	1	0	0
13006	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13007	250	1	0	0	0	1	0	0	0	1	0	0	1	0	0
13007	250	0	1	0	1	1	0	0	0	1	0	0	1	0	0
13007	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
13008	300	0	0	1	1	1	0	0	0	1	0	0	1	0	0
13008	200	0	0	1	0	1	0	0	0	1	0	0	1	0	0
13008	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
14001	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
14001	250	1	0	0	1	1	0	0	0	1	0	0	0	0	1
14001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14002	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
14002	350	0	0	1	0	1	0	0	0	1	0	0	0	0	1
14002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14003	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
14003	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
14003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14004	300	1	0	0	0	1	0	0	0	1	0	0	0	0	1
14004	300	0	0	1	1	1	0	0	0	1	0	0	0	0	1
14004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14005	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
14005	300	1	0	0	1	1	0	0	0	1	0	0	0	0	1
14005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14006	350	0	0	1	1	1	0	0	0	1	0	0	0	0	1
14006	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
14006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14007	250	1	0	0	0	1	0	0	0	1	0	0	0	0	1
14007	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
14007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14008	300	0	0	1	0	1	0	0	0	1	0	0	0	0	1
14008	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
14008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
15001	400	0	1	0	1	1	0	0	0	1	0	1	0	0	0
15001	250	1	0	0	0	1	0	0	0	1	0	1	0	0	0
15001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15002	200	0	0	1	0	1	0	0	0	1	0	1	0	0	0
15002	350	0	0	1	1	1	0	0	0	1	0	1	0	0	0
15002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15003	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0
15003	400	0	0	1	1	1	0	0	0	1	0	1	0	0	0
15003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15004	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
15004	300	0	0	1	1	1	0	0	0	1	0	1	0	0	0
15004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15005	400	0	0	1	1	1	0	0	0	1	0	1	0	0	0
15005	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
15005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15006	350	0	0	1	0	1	0	0	0	1	0	1	0	0	0
15006	400	0	1	0	1	1	0	0	0	1	0	1	0	0	0
15006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15007	250	1	0	0	0	1	0	0	0	1	0	1	0	0	0
15007	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
15007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15008	300	0	0	1	1	1	0	0	0	1	0	1	0	0	0
15008	200	0	0	1	0	1	0	0	0	1	0	1	0	0	0
15008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
16001	400	0	1	0	1	1	0	0	0	1	0	0	0	1	0
16001	250	1	0	0	0	1	0	0	0	1	0	0	0	1	0
16001	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16002	200	0	0	1	0	1	0	0	0	1	0	0	0	1	0
16002	350	0	0	1	1	1	0	0	0	1	0	0	0	1	0
16002	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16003	250	0	1	0	0	1	0	0	0	1	0	0	0	1	0
16003	400	0	0	1	1	1	0	0	0	1	0	0	0	1	0
16003	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16004	300	1	0	0	0	1	0	0	0	1	0	0	0	1	0
16004	300	0	0	1	1	1	0	0	0	1	0	0	0	1	0
16004	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16005	400	0	0	1	0	1	0	0	0	1	0	0	0	1	0
16005	300	1	0	0	1	1	0	0	0	1	0	0	0	1	0
16005	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16006	350	0	0	1	1	1	0	0	0	1	0	0	0	1	0
16006	400	0	1	0	0	1	0	0	0	1	0	0	0	1	0
16006	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16007	250	1	0	0	0	1	0	0	0	1	0	0	0	1	0
16007	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0
16007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
16008	300	0	0	1	1	1	0	0	0	1	0	0	0	1	0
16008	200	0	0	1	0	1	0	0	0	1	0	0	0	1	0
16008	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
17001	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
17001	250	1	0	0	1	1	0	0	0	1	0	0	0	0	1
17001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
17002	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
17002	350	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
17003	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1
17003	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
17004	300	1	0	0	0	1	0	0	0	1	0	0	0	0	1
17004	300	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17004	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
17005	400	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17005	300	1	0	0	0	1	0	0	0	1	0	0	0	0	1
17005	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
17006	350	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17006	400	0	1	0	0	1	0	0	0	1	0	0	0	0	1
17006	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
17007	250	1	0	0	1	1	0	0	0	1	0	0	0	0	1
17007	250	0	1	0	0	1	0	0	0	1	0	0	0	0	1
17007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
17008	300	0	0	1	0	1	0	0	0	1	0	0	0	0	1
17008	200	0	0	1	1	1	0	0	0	1	0	0	0	0	1
17008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
18001	400	0	1	0	0	1	0	0	0	1	0	1	0	0	0
18001	250	1	0	0	1	1	0	0	0	1	0	1	0	0	0
18001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
18002	200	0	0	1	1	1	0	0	0	1	0	1	0	0	0
18002	350	0	0	1	0	1	0	0	0	1	0	1	0	0	0
18002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
18003	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0
18003	400	0	0	1	0	1	0	0	0	1	0	1	0	0	0
18003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
18004	300	1	0	0	0	1	0	0	0	1	0	1	0	0	0
18004	300	0	0	1	1	1	0	0	0	1	0	1	0	0	0
